issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
47,36,$$compressed,...compressed file size based on ratio:**  **$$compressed**\ file\ size\ =\ rac{original\ file\ si...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The `$$` is a LaTeX/MathJax artifact marking the start of a mathematical expression, not a grammatical error."
48,36,rac,...ratio:**  $$compressed\ file\ size\ =\ **rac**{original\ file\ size}{compression\ rati...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The sequence `rac` is a parsing error; it should be `\frac` with a form feed character `` incorrectly inserted.
49,36,frac,...atio is 10:2  compressed file size  $$=\**frac**{2000}{10 \div 2} = 400kb$$  **Calculati...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"The word `frac` is part of the LaTeX command `\frac` used for fractions, which is a parsing artifact."
50,38,sensorsactuatorscontrollers,"...ructure of automated systems, including:**sensorsactuatorscontrollers**/processorscommunication networkshuman-m...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple distinct words are merged into one due to a PDF conversion error, requiring separation."
51,38,processorscommunication,"..., including:sensorsactuatorscontrollers/**processorscommunication** networkshuman-machine interfacethe func...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct words are merged into one due to a PDF conversion error, requiring separation."
52,38,networkshuman-machine,...torscontrollers/processorscommunication **networkshuman-machine** interfacethe function of automated syst...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple distinct words are merged into one due to a PDF conversion error, requiring separation."
53,38,interfacethe,"...sorscommunication networkshuman-machine **interfacethe** function of automated systems, includin...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct words are merged into one due to a PDF conversion error, requiring separation."
54,38,acquisitionprocessing,"...on of automated systems, including:data **acquisitionprocessing** and decision-makingcontrolcommunication...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct words are merged into one due to a PDF conversion error, requiring separation."
55,38,decision-makingcontrolcommunicationfeedback,...ncluding:data acquisitionprocessing and **decision-makingcontrolcommunicationfeedback** and adaptation. | Automated systems are...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple distinct words are merged into one due to a PDF conversion error, requiring separation."
56,40,pre emptively,...ture and humidity changes. It starts to **pre emptively** adjust the conditions before they devia...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The compound adverb 'pre-emptively' is missing a hyphen, likely due to a PDF conversion error (OED, Collins)."
57,42,disadvantagescommon,"...s of networks, and their advantages and **disadvantagescommon** network topologies, including bus, ring...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct words are merged into one due to a PDF conversion error, requiring separation."
58,42,disadvantagesthe,"...mesh, and their relative advantages and **disadvantagesthe** hardware required to establish wired an...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Two distinct words are merged into one due to a PDF conversion error, requiring separation."
59,42,routershubsswitchesbridgesgatewayswireless,"...ed and wireless connectivity, including:**routershubsswitchesbridgesgatewayswireless** access points (WAPs).Learners should kn...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple distinct words are merged into one due to a PDF conversion error, requiring separation."
60,42,packetcost,... and the typical contents of a TCP / IP **packetcost** calculation of routing data on a networ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'packet' and 'cost' should be separated by a space or hyphen to form a correct compound noun or phrase.
61,42,MAN,...set up and does not require great costs.**MAN** (Metropolitan Area Network): Smaller th...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"This is a structural artifact where a definition term immediately follows the end of the previous sentence, not a grammatical error."
62,46,Wi,...devices connect to wired networks using **Wi** -Fi.   - Help extend the reach of netwo...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'Wi-Fi' should be hyphenated without a space between 'Wi' and the hyphen.
63,50,Wi,...er of connected devices (IoT).  ### • ****Wi** -Fi :**  • Wi -Fi Evolution: Wireless l...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'Wi-Fi' should be hyphenated without a space between 'Wi' and the hyphen.
64,50,Wi,...d devices (IoT).  ### • **Wi -Fi :**  • **Wi** -Fi Evolution: Wireless local area netw...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'Wi-Fi' should be hyphenated without a space between 'Wi' and the hyphen.
65,50,Wi,...etworks (WLANs) have evolved from early **Wi** -Fi 802.11 standards with limited range...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'Wi-Fi' should be hyphenated without a space between 'Wi' and the hyphen.
66,50,Wi,"...h limited range and speed to the modern **Wi** -Fi 6, which provides faster speeds, re...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'Wi-Fi' should be hyphenated without a space between 'Wi' and the hyphen.
67,51,trojan,"... including:  - malware such as viruses, **trojan** horses, ransomware, worms and spyware -...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,"'trojan horses' is an acceptable common noun for this type of malware, even though 'Trojan horse' (capitalised) is also common."
68,51,denial of service,...e brute force and credential stuffing - **denial of service** attacks such as distributed denial-of-s...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'denial of service' is a correct and commonly used technical term, and hyphenation is not strictly required in this noun phrase context."
69,51,man-in-themiddle,"...s - data interception and theft such as **man-in-themiddle** (MiTM) attacks, packet sniffing, keylog...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The compound term 'man-in-the-middle' requires a hyphen between 'the' and 'middle'.
70,51,MiTM,"...ion and theft such as man-in-themiddle (**MiTM**) attacks, packet sniffing, keylogging, ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,MiTM is a standard technical acronym for 'Man-in-the-Middle' and is correctly used here.
71,51,unionbased,"...ng - SQL injection such as error-based, **unionbased**, blind Boolean-based and blind timebase...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"This is a hyphenation issue ('union-based'), which the instructions explicitly state should not be reported."
72,51,timebased,"...ionbased, blind Boolean-based and blind **timebased**.  Learners should be aware of the legal...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"This is a hyphenation issue ('time-based'), which the instructions explicitly state should not be reported."
73,52,fictious,... the act of setting up the context of a **fictious** story to make the user more likely to b...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Fictious' is a misspelling of the correct word 'fictitious'.
74,52,wors,...ryption keys by using common dictionary **wors** or word lists  {53}--------------------...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Wors' is a misspelling of the correct word 'words'.
75,53,Denial of service,...ccounts using the same credentials .  ****Denial of service** attacks** is a method of attack that at...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,"The plural subject 'Denial of service attacks' requires the plural verb 'are', not 'is'."
76,53,and,...ith requests that it is unable to handle** and** thus the system will effectively crash ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"A comma before the conjunction 'and' would improve readability between two independent clauses, but its omission does not cause ambiguity."
77,53,webserver,...ayer of communication and thus stop the **webserver** communicating with the users. Ther are ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Webserver' is commonly used as a single word in technical contexts and is an acceptable variant of 'web server'.
78,53,Ther are,...webserver communicating with the users. **Ther are** various types of application -layer att...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,100,'Ther' is a misspelling of the correct word 'There'.
79,53,MiTM,...e following:  - **Man -in -the -middle (**MiTM**) attacks:** This method of attacks find...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,MiTM is a standard technical acronym for 'Man-in-the-Middle' and is correctly used here.
80,54,keyboa rd,...e process of monitoring keystrokes on a **keyboa rd** without the user 's awareness so that s...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The word 'keyboard' has been incorrectly split due to a parsing error.
81,54,user 's,...g keystrokes on a keyboa rd without the **user 's** awareness so that sensitive data can be...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The apostrophe has been incorrectly rendered as an HTML entity due to a parsing error.
82,56,trojans,"...ch as viruses, ransomware, spyware, and **trojans**. - Firewalls during software developmen...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,'Trojans' is correctly used as a common noun referring to a type of malware.
83,59,pseudo-code,"...thods of defining algorithms, including **pseudo-code** and flowcharts.                        ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,'Pseudo-code' is a correctly hyphenated technical term and a valid spelling.
84,59,identifierssubroutinesinputoutputsequence,"...                     | self-documenting **identifierssubroutinesinputoutputsequence**, selection and iterationcounts and rogu...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Multiple words have been merged together without spaces due to a parsing error.
85,59,iterationcounts,"...tinesinputoutputsequence, selection and **iterationcounts** and rogue valuesstring handlingmathemat...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'iteration' and 'counts' have been merged due to a parsing error.
86,59,valuesstring,...selection and iterationcounts and rogue **valuesstring** handlingmathematical and logical operat...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'values' and 'string' have been merged due to a parsing error.
87,59,handlingmathematical,... iterationcounts and rogue valuesstring **handlingmathematical** and logical operationslocal and global ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'handling' and 'mathematical' have been merged due to a parsing error.
88,59,operationslocal,"...string handlingmathematical and logical **operationslocal** and global variablesdata structures, in...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'operations' and 'local' have been merged due to a parsing error.
89,59,variablesdata,"... and logical operationslocal and global **variablesdata** structures, including arrays up to two-...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'variables' and 'data' have been merged due to a parsing error.
90,59,searchbinary,"...ch and sort algorithm, including:linear **searchbinary** searchbubble sortselection sortinsertio...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'search' and 'binary' have been merged due to a PDF parsing error and should be separated.
91,59,searchbubble,"...lgorithm, including:linear searchbinary **searchbubble** sortselection sortinsertion sort.Learne...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'search' and 'bubble' have been merged due to a PDF parsing error and should be separated.
92,59,sortselection,...luding:linear searchbinary searchbubble **sortselection** sortinsertion sort.Learners should unde...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'sort' and 'selection' have been merged due to a PDF parsing error and should be separated.
93,59,sortinsertion,...searchbinary searchbubble sortselection **sortinsertion** sort.Learners should understand:the pur...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'sort' and 'insertion' have been merged due to a PDF parsing error and should be separated.
94,59,Pseudo code,... outline or a rough draft of a program. **Pseudo code** summarises a program's flow but exclude...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Pseudo code' as two words is an acceptable spelling, particularly in this definitional context."
95,59,pseudo-code,...es any underlying details.<br><b>Common **pseudo-code** terms</b> |                            ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Pseudo-code' with a hyphen is a correct and commonly accepted spelling, especially as a compound adjective."
96,59,calcAverage,...                              | Declare **calcAverage**<br>End                                 ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"'calcAverage' is a valid camelCase identifier used in pseudo-code examples, not a grammatical error."
97,59,subroutineNeeded,...                                 | call **subroutineNeeded**                                        ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"'subroutineNeeded' is a valid camelCase identifier used in pseudo-code examples, not a grammatical error."
98,59,arrayName,...                                      | **arrayName**[10]                                    ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"'arrayName' is a valid camelCase identifier used in pseudo-code examples, not a grammatical error."
99,59,"""","...                               | output(**""**Enter Name: "")                          ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The `&quot;` is an HTML entity artifact from PDF conversion and should be a standard quotation mark.
100,59,"""","...                  | output(""Enter Name: **""**)                                       ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The `&quot;` is an HTML entity that should be a double quote, indicating a parsing error from the PDF conversion."
101,59,myVariable,...                                      | **myVariable**                                        ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"'myVariable' is presented as a valid example of a variable name in pseudo-code, not a grammatical error."
102,59,myVariable,...                                      | **myVariable** is integer                             ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'myVariable is integer' is a correct example of pseudo-code for defining a variable's data type.
103,61,calcAverage,"...on used to calculate an average score, '**calcAverage**' would be more appropriate.  **Subrouti...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'calcAverage' is a valid example of a self-documenting function name in a programming context.
104,61,"""","... done through terminology such as print(**""**Average: "") average or output(average(""a...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The `&quot;` is an HTML entity that should be a double quote, indicating a parsing error from the PDF conversion."
105,61,"""","...ugh terminology such as print(""Average: **""**) average or output(average(""average""). ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The `&quot;` is an HTML entity that should be a double quote, indicating a parsing error from the PDF conversion."
106,62,capitalize,...                                      | **capitalize**() | | Count      | Returns the number o...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'capitalize()' is a correct Python method name and a technical term in this programming context.
107,63,lstrip,...                                      | **lstrip**()     | |------------|-----------------...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'lstrip()' is a correct Python method name and a technical term in this programming context.
108,63,rstrip,...g                                     | **rstrip**()     | | Split      | Splits the strin...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'rstrip()' is a correct Python method name and a technical term in this programming context.
109,63,splitlines,...rns a list                            | **splitlines**() | | Strip      | Returns a trimmed ve...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'splitlines()' is a correct Python method name and a technical term in this programming context.
110,63,<=,...ise it will return FALSE.           | | **<=**               | Less than or equal to  ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The symbol '<=' is a valid operator and is correctly used as a term in a table.
111,63,<=,...                                     | A**<=**B will return TRUE if A is the same as o...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The symbol '<=' is a valid operator and is correctly used within a programming example.
112,65,subprocedure,...y can only be accessed from within that **subprocedure**.  **Global variables** are declared in ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The term 'subprocedure' is a valid compound word in computing terminology.
113,65,outside of,"...les** are declared in the main program, **outside of** subprocedures. They have 'global scope'...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Outside of' is a grammatically correct and commonly used prepositional phrase.
114,65,subprocedures,"...eclared in the main program, outside of **subprocedures**. They have 'global scope' because they ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The term 'subprocedures' is a valid plural form of a compound word in computing terminology.
115,66,myArray,... structures that can be defined as such **myArray**[6]. This would mean that the array has ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'myArray' is a placeholder variable name used correctly in a programming example.
116,66,myArray,...rst element will be located in position **myArray**[0]. - **2-D arrays** are data structure...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'myArray' is a placeholder variable name used correctly in a programming example.
117,66,myArray,"...and tables, that can be defined as such **myArray**[6, 5]. This would mean that the array h...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'myArray' is a placeholder variable name used correctly in a programming example.
118,66,myArray,"...rst element will be located in position **myArray**[0, 0].  ### **Characteristics of search...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'myArray' is a placeholder variable name used correctly in a programming example.
119,66,search,...entially. Array data structures will be **search** in a linear fashion. Linear searches ca...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The verb 'search' should be in its past participle form 'searched' to correctly form the passive voice.
120,66,searchItem,"...es.  ``` Declare linearSearch(dataList, **searchItem**)  position = 0  found = false  while po...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,`searchItem` is a valid variable name in the context of pseudocode.
121,66,len,...on = 0  found = false  while position < **len**(dataList) and found = false   if dataLi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,`len` is a standard function name in pseudocode for determining the length of a data structure.
122,66,dataList,... 0  found = false  while position < len(**dataList**) and found = false   if dataList[positi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,`dataList` is a valid variable name in the context of pseudocode.
